cnt,index,n_systems,countries,status,group,mean_2022,mean_2025,link_se,estimate,se,ci_low,ci_high
COL,hisei_h,1,COL,both cycles,Q2-Q1,14.568710268225232,18.85089908568301,0.0,4.282188817457779,4.780557720568488,-5.087704314856458,13.652081949772017
COL,hisei_h,1,COL,both cycles,Q3-Q1,29.575817364199793,39.186291244943334,0.0,9.610473880743541,5.52782261887832,-1.2240584522579656,20.445006213745046
COL,hisei_h,1,COL,both cycles,Q4-Q1,60.836105479740866,62.06568973334038,0.0,1.229584253599512,8.74558413988948,-15.91176066058387,18.370929167782894
COL,hisei_h,1,COL,both cycles,Q3-Q2,15.007107095974561,20.335392159260323,0.0,5.328285063285762,5.709103212482881,-5.861557233180685,16.518127359752206
COL,hisei_h,1,COL,both cycles,Q4-Q2,46.267395211515634,43.21479064765737,0.0,-3.0526045638582673,8.547173771926992,-19.805065156835173,13.699856029118639
COL,hisei_h,1,COL,both cycles,Q4-Q3,31.260288115541073,22.879398488397044,0.0,-8.380889627144029,6.851604550922593,-21.81003454695231,5.048255292664253
MEX,hisei_h,1,MEX,both cycles,Q1,375.7156651634203,368.17933353904453,1.22,-7.536331624375748,3.8788714994325737,-15.138919763263592,0.06625651451209613
MEX,hisei_h,1,MEX,both cycles,Q2,386.8012808630327,384.48824601869546,1.22,-2.31303484433721,3.7618838512321773,-9.686327192752277,5.060257504077858
MEX,hisei_h,1,MEX,both cycles,Q3,405.893707773418,401.8499624337809,1.22,-4.043745339637098,4.465370916400137,-12.795872335781366,4.70838165650717
MEX,hisei_h,1,MEX,both cycles,Q4,417.6231275161414,413.874540069691,1.22,-3.748587446450358,5.048830461243865,-13.644295150488333,6.147120257587616
MEX,hisei_h,1,MEX,both cycles,Q2-Q1,11.08561569961239,16.308912479650928,0.0,5.223296780038538,4.429358376532798,-3.458245637965746,13.904839198042822
MEX,hisei_h,1,MEX,both cycles,Q3-Q1,30.178042609997703,33.67062889473635,0.0,3.4925862847386497,4.639564270015017,-5.600959684490782,12.586132253968081
MEX,hisei_h,1,MEX,both cycles,Q4-Q1,41.9074623527211,45.69520653064649,0.0,3.78774417792539,5.383159760331085,-6.763248952323536,14.338737308174316
MEX,hisei_h,1,MEX,both cycles,Q3-Q2,19.092426910385313,17.361716415085425,0.0,-1.7307104952998884,4.614787488432546,-10.775693972627678,7.3142729820279015
MEX,hisei_h,1,MEX,both cycles,Q4-Q2,30.821846653108707,29.38629405099556,0.0,-1.4355526021131482,4.842918914122553,-10.927673673793352,8.056568469567056
MEX,hisei_h,1,MEX,both cycles,Q4-Q3,11.729419742723394,12.024577635910134,0.0,0.29515789318674024,4.817026173557257,-9.146213406985483,9.736529193358963
PER,hisei_h,1,PER,both cycles,Q1,357.83322684226516,351.86941360373874,1.22,-5.963813238526427,5.283482746804614,-16.31943942226347,4.391812945210615
PER,hisei_h,1,PER,both cycles,Q2,379.67897771876005,376.14973401774876,1.22,-3.5292437010112963,4.192095398384707,-11.74575068184532,4.687263279822728
PER,hisei_h,1,PER,both cycles,Q3,398.7512031740281,396.96257569895755,1.22,-1.788627475070541,5.109516744367257,-11.803280294030364,8.226025343889281
PER,hisei_h,1,PER,both cycles,Q4,432.24762030720115,426.27861621546015,1.22,-5.969004091740999,5.5093783259933256,-16.767385610687917,4.82937742720592
PER,hisei_h,1,PER,both cycles,Q2-Q1,21.84575087649489,24.28032041401002,0.0,2.434569537515131,5.779286131187661,-8.892831279612684,13.761970354642946
PER,hisei_h,1,PER,both cycles,Q3-Q1,40.91797633176293,45.093162095218815,0.0,4.175185763455886,5.540789642698707,-6.6847619362335795,15.035133463145351
PER,hisei_h,1,PER,both cycles,Q4-Q1,74.41439346493598,74.40920261172141,0.0,-0.005190853214571689,6.402679693184971,-12.554443051857113,12.54406134542797
PER,hisei_h,1,PER,both cycles,Q3-Q2,19.07222545526804,20.812841681208795,0.0,1.7406162259407552,5.146860426180108,-8.347230209372256,11.828462661253766
PER,hisei_h,1,PER,both cycles,Q4-Q2,52.568642588441094,50.12888219771139,0.0,-2.4397603907297025,5.946675830792282,-14.095245019082576,9.21572423762317
PER,hisei_h,1,PER,both cycles,Q4-Q3,33.496417133173054,29.316040516502596,0.0,-4.180376616670458,5.49322348889202,-14.947094654898816,6.586341421557901
URY,hisei_h,1,URY,both cycles,Q1,378.3068084836679,379.43976008185496,1.22,1.1329515981870486,3.8878139161955856,-6.487163677556299,8.753066873930397
URY,hisei_h,1,URY,both cycles,Q2,395.3512380598566,391.3755678740305,1.22,-3.975670185826118,4.438013453594589,-12.674176554871513,4.722836183219277
URY,hisei_h,1,URY,both cycles,Q3,420.9045622224747,421.7927326401368,1.22,0.8881704176621383,4.393511317881536,-7.7231117653856725,9.49945260070995
URY,hisei_h,1,URY,both cycles,Q4,461.0675708829782,462.94763591627924,1.22,1.8800650333010367,5.005423767970956,-7.930565551922037,11.69069561852411
URY,hisei_h,1,URY,both cycles,Q2-Q1,17.04442957618869,11.935807792175524,0.0,-5.108621784013167,4.514949876576955,-13.957923542103998,3.740679974077665
URY,hisei_h,1,URY,both cycles,Q3-Q1,42.59775373880677,42.35297255828186,0.0,-0.24478118052491027,5.066897334408383,-10.17589995596534,9.68633759491552
URY,hisei_h,1,URY,both cycles,Q4-Q1,82.7607623993103,83.50787583442428,0.0,0.7471134351139881,5.731676997457708,-10.486973479903119,11.981200350131095
URY,hisei_h,1,URY,both cycles,Q3-Q2,25.553324162618082,30.41716476610634,0.0,4.863840603488256,4.616409202533331,-4.1843214334770735,13.912002640453586
URY,hisei_h,1,URY,both cycles,Q4-Q2,65.7163328231216,71.57206804224876,0.0,5.855735219127155,5.959327684166921,-5.824547041840011,17.536017480094323
URY,hisei_h,1,URY,both cycles,Q4-Q3,40.16300866050352,41.15490327614242,0.0,0.9918946156388984,5.37894825432557,-9.550843962839219,11.534633194117015
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q1,367.5159560757755,364.5232106926855,1.22,-2.992745383089982,1.9263879071939531,-6.768465681190131,0.7829749150101661
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2,383.49346638411015,382.80200315391306,1.22,-0.6914632301970869,1.9882880031450658,-4.588507716361416,3.205581255967242
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3,403.72483051346,404.69499519103863,1.22,0.970164677578623,2.180915179956095,-3.3044290751353236,5.24475843029257
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4,430.1732004665299,432.2220789075364,1.22,2.0488784410064795,2.479357990636972,-2.8106632206419855,6.9084201026549446
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2-Q1,15.977510308334672,18.278792461227567,0.0,2.3012821528928953,1.8461472497351898,-1.317166456588077,5.9197307623738675
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q1,36.20887443768453,40.171784498353134,0.0,3.962910060668605,2.0142791877668533,0.014922852645572693,7.910897268691638
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q1,62.65724439075444,67.6988682148509,0.0,5.041623824096462,2.434512125473066,0.26998005816925286,9.81326759002367
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q2,20.231364129349856,21.892992037125566,0.0,1.66162790777571,1.9298314136611339,-2.1208416630001126,5.444097478551532
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q2,46.67973408241977,49.42007575362334,0.0,2.7403416712035664,2.35128382119595,-1.868174618340495,7.348857960747628
LATAM7,hisei_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q3,26.448369953069914,27.52708371649777,0.0,1.0787137634278565,2.089556352849259,-3.016816688156691,5.174244215012404
ARG,pared_h,1,ARG,both cycles,Q1,352.05132438125776,350.00980332586795,1.22,-2.0415210553898078,4.838783907564295,-11.525537514215825,7.44249540343621
ARG,pared_h,1,ARG,both cycles,Q2,373.1998542171043,361.3691803916589,1.22,-11.830673825445388,3.9870533178269305,-19.645298328386172,-4.016049322504604
ARG,pared_h,1,ARG,both cycles,Q3,390.6438956783901,388.37529807968707,1.22,-2.2685975987030247,6.453570127204777,-14.917595048024388,10.380399850618339
ARG,pared_h,1,ARG,both cycles,Q4,395.69147525745086,399.04731352113765,1.22,3.355838263686792,5.261350084941118,-6.9564079027978,13.668084430171383
ARG,pared_h,1,ARG,both cycles,Q2-Q1,21.148529835846546,11.359377065790966,0.0,-9.78915277005558,4.7012404164004336,-19.00358398620043,-0.5747215539107309
ARG,pared_h,1,ARG,both cycles,Q3-Q1,38.59257129713234,38.36549475381912,0.0,-0.22707654331321692,6.0892892787194866,-12.16208352960341,11.707930442976977
ARG,pared_h,1,ARG,both cycles,Q4-Q1,43.640150876193104,49.037510195269704,0.0,5.3973593190766,6.2625557647358985,-6.877249979805761,17.67196861795896
ARG,pared_h,1,ARG,both cycles,Q3-Q2,17.444041461285792,27.006117688028155,0.0,9.562076226742363,5.68361830897256,-1.5778156588438534,20.70196811232858
ARG,pared_h,1,ARG,both cycles,Q4-Q2,22.49162104034656,37.67813312947874,0.0,15.18651208913218,5.450193847583299,4.504132147868914,25.868892030395443
ARG,pared_h,1,ARG,both cycles,Q4-Q3,5.047579579060766,10.672015441450583,0.0,5.6244358623898165,5.337709740324884,-4.837475228646957,16.08634695342659
BRA,pared_h,1,BRA,both cycles,Q1,352.9465295888574,343.7820636066999,1.22,-9.16446598215748,2.9369124761613876,-14.920814435433801,-3.408117528881161
BRA,pared_h,1,BRA,both cycles,Q2,379.26452548859163,376.5482927355355,1.22,-2.716232753056147,3.1477095563394335,-8.885743483481438,3.453277977369143
BRA,pared_h,1,BRA,both cycles,Q3,391.54334222900945,400.38276834285404,1.22,8.839426113844581,4.236050574203233,0.536766988406244,17.14208523928292
BRA,pared_h,1,BRA,both cycles,Q4,393.99076840638475,411.5112845891123,1.22,17.520516182727533,4.217571328028026,9.254076379792604,25.786955985662463
BRA,pared_h,1,BRA,both cycles,Q2-Q1,26.31799589973423,32.76622912883556,0.0,6.448233229101334,3.262625724386458,0.053486809303876726,12.84297964889879
BRA,pared_h,1,BRA,both cycles,Q3-Q1,38.59681264015205,56.600704736154114,0.0,18.003892096002062,4.406965045534264,9.366240606754905,26.641543585249217
BRA,pared_h,1,BRA,both cycles,Q4-Q1,41.044238817527344,67.72922098241236,0.0,26.684982164885014,4.691163630758602,17.490301448598153,35.879662881171875
BRA,pared_h,1,BRA,both cycles,Q3-Q2,12.278816740417824,23.834475607318552,0.0,11.555658866900728,4.137543996011012,3.446072634719144,19.665245099082313
BRA,pared_h,1,BRA,both cycles,Q4-Q2,14.726242917793115,34.962991853576796,0.0,20.23674893578368,4.172914977959706,12.057835578982658,28.415662292584702
BRA,pared_h,1,BRA,both cycles,Q4-Q3,2.4474261773752914,11.128516246258243,0.0,8.681090068882952,3.9287693787766558,0.980702086480707,16.381478051285196
CHL,pared_h,1,CHL,both cycles,Q1,394.2807219547145,380.2326606813655,1.22,-14.048061273349049,4.421314254613246,-22.713837212391013,-5.382285334307086
CHL,pared_h,1,CHL,both cycles,Q2,411.01223677455243,396.64142963756626,1.22,-14.370807136986173,4.4457967496807544,-23.08456876636045,-5.657045507611894
CHL,pared_h,1,CHL,both cycles,Q3,424.5365553605878,419.96697991864403,1.22,-4.569575441943755,4.571159799201441,-13.529048648378579,4.389897764491069
CHL,pared_h,1,CHL,both cycles,Q4,427.7707261298509,431.386004366418,1.22,3.6152782365670646,4.319602358553821,-4.851142386198424,12.081698859332553
CHL,pared_h,1,CHL,both cycles,Q2-Q1,16.731514819837912,16.408768956200788,0.0,-0.3227458636371239,4.748871158043982,-9.630533333403328,8.98504160612908
CHL,pared_h,1,CHL,both cycles,Q3-Q1,30.25583340587326,39.734319237278555,0.0,9.478485831405294,5.556230079452522,-1.4117251243216487,20.368696787132237
CHL,pared_h,1,CHL,both cycles,Q4-Q1,33.49000417513639,51.153343685052505,0.0,17.663339509916113,5.461044791354837,6.959691718860633,28.366987300971594
CHL,pared_h,1,CHL,both cycles,Q3-Q2,13.52431858603535,23.325550281077767,0.0,9.801231695042418,5.177832372500005,-0.3473197550575904,19.949783145142426
CHL,pared_h,1,CHL,both cycles,Q4-Q2,16.75848935529848,34.74457472885172,0.0,17.986085373553237,5.008325223917926,8.169767934674102,27.802402812432373
CHL,pared_h,1,CHL,both cycles,Q4-Q3,3.2341707692631303,11.41902444777395,0.0,8.18485367851082,4.512147526964991,-0.6589554743405639,17.028662831362205
COL,pared_h,1,COL,both cycles,Q1,361.9670342083565,355.0337550146065,1.22,-6.933279193749968,4.213477692147037,-15.191695470358159,1.3251370828582232
COL,pared_h,1,COL,both cycles,Q2,372.31424066824684,378.59836517737006,1.22,6.284124509123217,4.324325226298699,-2.1915529344222335,14.759801952668667
COL,pared_h,1,COL,both cycles,Q3,399.75866315226637,398.3887512184534,1.22,-1.3699119338129435,6.511837899226968,-14.133114216297802,11.393290348671915
COL,pared_h,1,COL,both cycles,Q4,401.77036724118824,415.1755448110024,1.22,13.405177569814157,7.043258116403035,-0.39960833833579024,27.209963477964102
COL,pared_h,1,COL,both cycles,Q2-Q1,10.347206459890344,23.56461016276353,0.0,13.217403702873185,4.616230777420033,4.169591379129919,22.26521602661645
COL,pared_h,1,COL,both cycles,Q3-Q1,37.79162894390987,43.354996203846895,0.0,5.563367259937024,6.4834290403682715,-7.144153659184788,18.270888179058836
COL,pared_h,1,COL,both cycles,Q4-Q1,39.803333032831745,60.14178979639587,0.0,20.338456763564125,7.237406718543156,6.153139595219541,34.52377393190871
COL,pared_h,1,COL,both cycles,Q3-Q2,27.444422484019526,19.790386041083366,0.0,-7.65403644293616,5.78321436301001,-18.989136594435777,3.6810637085634585
COL,pared_h,1,COL,both cycles,Q4-Q2,29.4561265729414,36.57717963363234,0.0,7.12105306069094,6.891265902753532,-6.385828108705983,20.627934230087863
COL,pared_h,1,COL,both cycles,Q4-Q3,2.0117040889218742,16.786793592548975,0.0,14.7750895036271,5.338569903826866,4.311492492126442,25.23868651512776
MEX,pared_h,1,MEX,both cycles,Q1,374.71615107064446,367.5546609764623,1.22,-7.16149009418217,3.6637558866001694,-14.342451631918502,0.019471443554161638
MEX,pared_h,1,MEX,both cycles,Q2,390.79615752825725,385.8761272914894,1.22,-4.920030236767843,3.755276936154683,-12.280373031631022,2.440312558095335
MEX,pared_h,1,MEX,both cycles,Q3,400.6874940156499,397.3633481585673,1.22,-3.3241458570826126,4.602743146773796,-12.345522424759253,5.697230710594027
MEX,pared_h,1,MEX,both cycles,Q4,414.50512898982225,411.34873466385017,1.22,-3.1563943259720872,5.349613124129595,-13.641636049266094,7.328847397321919
MEX,pared_h,1,MEX,both cycles,Q2-Q1,16.080006457612797,18.321466315027124,0.0,2.241459857414327,4.48783093245962,-6.554688770206528,11.037608485035182
MEX,pared_h,1,MEX,both cycles,Q3-Q1,25.97134294500546,29.808687182105018,0.0,3.8373442370995576,4.927059406516544,-5.819692199672868,13.494380673871984
MEX,pared_h,1,MEX,both cycles,Q4-Q1,39.788977919177796,43.79407368738788,0.0,4.005095768210083,5.561508485594868,-6.895460863555858,14.905652399976024
MEX,pared_h,1,MEX,both cycles,Q3-Q2,9.891336487392664,11.487220867077895,0.0,1.5958843796852307,4.557104019491182,-7.336039498517486,10.527808257887948
MEX,pared_h,1,MEX,both cycles,Q4-Q2,23.708971461565,25.472607372360756,0.0,1.763635910795756,5.59709936580902,-9.206678846189922,12.733950667781434
MEX,pared_h,1,MEX,both cycles,Q4-Q3,13.817634974172336,13.985386505282861,0.0,0.16775153111052532,4.632073936472638,-8.911113384375845,9.246616446596896
PER,pared_h,1,PER,both cycles,Q1,362.9206306674327,357.36141119139836,1.22,-5.559219476034343,4.464423003121403,-14.309488562152293,3.1910496100836063
PER,pared_h,1,PER,both cycles,Q2,380.64369228628175,380.4708471196521,1.22,-0.17284516662965643,4.402034458475536,-8.800832705241707,8.455142371982394
PER,pared_h,1,PER,both cycles,Q3,410.23138350245625,408.77833954562163,1.22,-1.4530439568346196,5.588969687139581,-12.4074245436282,9.50133662995896
PER,pared_h,1,PER,both cycles,Q4,412.44219780990386,403.631966935951,1.22,-8.810230873952833,5.470748453793093,-19.532897843387296,1.9124360954816293
PER,pared_h,1,PER,both cycles,Q2-Q1,17.723061618849044,23.10943592825373,0.0,5.386374309404687,4.976236441114381,-4.3670491151794995,15.139797733988873
PER,pared_h,1,PER,both cycles,Q3-Q1,47.31075283502355,51.41692835422327,0.0,4.106175519199724,5.490775025524164,-6.655743530827639,14.868094569227086
PER,pared_h,1,PER,both cycles,Q4-Q1,49.521567142471156,46.27055574455267,0.0,-3.2510113979184894,5.813472392290695,-14.645417286808252,8.143394490971273
PER,pared_h,1,PER,both cycles,Q3-Q2,29.587691216174505,28.307492425969542,0.0,-1.2801987902049632,5.543097546971866,-12.144669982269821,9.584272401859895
PER,pared_h,1,PER,both cycles,Q4-Q2,31.79850552362211,23.161119816298935,0.0,-8.637385707323176,5.925532148248789,-20.251428717890803,2.9766573032444494
PER,pared_h,1,PER,both cycles,Q4-Q3,2.210814307447606,-5.146372609670607,0.0,-7.357186917118213,5.5812035011704175,-18.29634577941223,3.5819719451758054
URY,pared_h,1,URY,both cycles,Q1,381.0762521709173,372.4567633138485,1.22,-8.619488857068802,4.301406007944889,-17.050244632640783,-0.1887330814968191
URY,pared_h,1,URY,both cycles,Q2,402.99400665168673,397.4700625156573,1.22,-5.523944136029456,4.185143288548852,-13.726824981585207,2.678936709526294
URY,pared_h,1,URY,both cycles,Q3,417.37989404741,410.5573422321506,1.22,-6.82255181525943,5.092437359787478,-16.80372904044289,3.158625409924026
URY,pared_h,1,URY,both cycles,Q4,437.842623135036,456.2556220007803,1.22,18.412998865744328,4.645110771583441,9.308581753440782,27.51741597804787
URY,pared_h,1,URY,both cycles,Q2-Q1,21.917754480769418,25.013299201808763,0.0,3.095544721039346,5.131554398006971,-6.962301899054317,13.153391341133009
URY,pared_h,1,URY,both cycles,Q3-Q1,36.30364187649269,38.10057891830206,0.0,1.7969370418093717,5.463350804201425,-8.911230534425421,12.505104618044165
URY,pared_h,1,URY,both cycles,Q4-Q1,56.766370964118664,83.7988586869318,0.0,27.03248772281313,5.775758109670777,15.712001827858407,38.35297361776785
URY,pared_h,1,URY,both cycles,Q3-Q2,14.385887395723273,13.087279716493299,0.0,-1.298607679229974,5.292344883721343,-11.671603651323807,9.074388292863858
URY,pared_h,1,URY,both cycles,Q4-Q2,34.84861648334925,58.78555948512303,0.0,23.936943001773784,5.772638123654479,12.622572279411004,35.251313724136565
URY,pared_h,1,URY,both cycles,Q4-Q3,20.462729087625974,45.69827976862973,0.0,25.235550681003758,5.683819116285788,14.095265213083614,36.3758361489239
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q1,368.56552057745427,360.91873115860705,1.22,-7.64678941884722,1.9362796864805514,-11.441897604349101,-3.8516812333453396
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2,387.17495908781723,382.4249006955614,1.22,-4.7500583922558235,1.9047620430901298,-8.483391996712477,-1.0167247877991694
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3,404.96874685510994,403.4018324994254,1.22,-1.5669143556845597,2.3200975150683885,-6.114305485218601,2.9804767738494817
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4,412.00189813851955,418.33663869832174,1.22,6.334740559802185,2.2873809341442057,1.8514739288795417,10.818007190724828
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q2-Q1,18.609438510362963,21.50616953695436,0.0,2.8967310265913966,1.7370169014031387,-0.5078221001587551,6.301284153341548
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q1,36.403226277655676,42.48310134081834,0.0,6.07987506316266,2.08825704315396,1.9868912585808989,10.172858867744422
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q1,43.436377561065285,57.41790753971469,0.0,13.981529978649405,2.220111721644004,9.630111004227157,18.332948953071654
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q3-Q2,17.793787767292713,20.976931803863977,0.0,3.1831440365712638,1.9648978042449716,-0.6680556597488807,7.034343732891408
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q2,24.82693905070232,35.91173800276033,0.0,11.084798952058009,2.116280444832492,6.936889280186325,15.232708623929692
LATAM7,pared_h,7,"ARG,BRA,CHL,COL,MEX,PER,URY",both cycles,Q4-Q3,7.033151283409609,14.934806198896354,0.0,7.901654915486745,1.9043340431537246,4.169160190905444,11.634149640068046
ARG,books_h,1,ARG,both cycles,Q1,342.9614709785847,335.1894882112048,1.22,-7.771982767379939,4.302503155950745,-16.2048889530434,0.660923418283522
ARG,books_h,1,ARG,both cycles,Q2,366.7950859838992,352.1635969747773,1.22,-14.631489009121879,4.778700825390033,-23.997742626886343,-5.265235391357413
ARG,books_h,1,ARG,both cycles,Q3,393.68088139268764,381.71730625628516,1.22,-11.963575136402483,5.734766108166858,-23.203716708409523,-0.7234335643954406
ARG,books_h,1,ARG,both cycles,Q4,409.4123829009096,409.4376152995233,1.22,0.02523239861369575,5.512698440670212,-10.779656545099918,10.83012134232731
ARG,books_h,1,ARG,both cycles,Q2-Q1,23.83361500531447,16.97410876357253,0.0,-6.85950624174194,4.966889748887932,-16.594610149562286,2.8755976660784075
ARG,books_h,1,ARG,both cycles,Q3-Q1,50.719410414102924,46.52781804508038,0.0,-4.191592369022544,5.582667758685422,-15.13362117604597,6.750436438000882
ARG,books_h,1,ARG,both cycles,Q4-Q1,66.4509119223249,74.24812708831854,0.0,7.797215165993634,6.124496992502074,-4.206798939310431,19.8012292712977
ARG,books_h,1,ARG,both cycles,Q3-Q2,26.885795408788454,29.55370928150785,0.0,2.667913872719396,5.356992092028559,-7.831790627656579,13.16761837309537
ARG,books_h,1,ARG,both cycles,Q4-Q2,42.617296917010435,57.27401832474601,0.0,14.656721407735574,6.054316323034424,2.7902614145881035,26.523181400883047
ARG,books_h,1,ARG,both cycles,Q4-Q3,15.731501508221982,27.72030904323816,0.0,11.988807535016178,5.421322918779509,1.3630146142083408,22.614600455824018
BRA,books_h,1,BRA,both cycles,Q1,347.97698959066827,341.4331094543829,1.22,-6.543880136285395,2.8759354917760604,-12.180713700166473,-0.9070465724043171
BRA,books_h,1,BRA,both cycles,Q2,365.79638120292253,365.7401643731836,1.22,-0.056216829738957586,2.698173749697686,-5.3446373791464215,5.232203719668506
BRA,books_h,1,BRA,both cycles,Q3,382.6548637187585,381.63556990038757,1.22,-1.0192938183709543,3.732414649242953,-8.334826530887142,6.296238894145233
BRA,books_h,1,BRA,both cycles,Q4,421.8061875316018,425.80439154531234,1.22,3.9982040137105628,5.0403803645071505,-5.880941500723452,13.877349528144578
BRA,books_h,1,BRA,both cycles,Q2-Q1,17.819391612254265,24.307054918800702,0.0,6.4876633065464375,2.9703822417565315,0.6657141127036361,12.309612500389239
BRA,books_h,1,BRA,both cycles,Q3-Q1,34.67787412809025,40.20246044600469,0.0,5.524586317914441,3.49280973385067,-1.3213207604328723,12.370493396261754
BRA,books_h,1,BRA,both cycles,Q4-Q1,73.82919794093351,84.37128209092947,0.0,10.542084149995958,4.972729011111076,0.7955352882182503,20.288633011773666
BRA,books_h,1,BRA,both cycles,Q3-Q2,16.858482515835988,15.895405527203991,0.0,-0.9630769886319968,3.748255739581682,-8.309658238212094,6.3835042609481
BRA,books_h,1,BRA,both cycles,Q4-Q2,56.00980632867925,60.06422717212877,0.0,4.05442084344952,5.20776761763545,-6.152803687115961,14.261645374015002
BRA,books_h,1,BRA,both cycles,Q4-Q3,39.15132381284326,44.168821644924776,0.0,5.017497832081517,4.348161173439856,-3.5048980678606014,13.539893732023636
CHL,books_h,1,CHL,both cycles,Q1,382.5185853446684,375.06352444686183,1.22,-7.455060897806561,4.227121827291785,-15.740219679298459,0.8300978836853368
CHL,books_h,1,CHL,both cycles,Q2,400.0969034403192,395.14881286944893,1.22,-4.948090570870249,4.37014443746957,-13.513573668310606,3.6173925265701072
CHL,books_h,1,CHL,both cycles,Q3,423.25541401679027,411.34840790867673,1.22,-11.907006108113535,4.705723605988072,-21.130224375850155,-2.6837878403769135
CHL,books_h,1,CHL,both cycles,Q4,447.59519527103083,435.8220466442561,1.22,-11.773148626774741,4.235543986816357,-20.0748148409348,-3.471482412614682
CHL,books_h,1,CHL,both cycles,Q2-Q1,17.578318095650786,20.085288422587098,0.0,2.5069703269363117,4.610536747940596,-6.5296816990272575,11.543622352899881
CHL,books_h,1,CHL,both cycles,Q3-Q1,40.736828672121874,36.2848834618149,0.0,-4.451945210306974,5.1326568178085,-14.511952573211634,5.608062152597686
CHL,books_h,1,CHL,both cycles,Q4-Q1,65.07660992636244,60.75852219739426,0.0,-4.31808772896818,5.226690992888652,-14.562402075029938,5.926226617093578
CHL,books_h,1,CHL,both cycles,Q3-Q2,23.158510576471087,16.199595039227802,0.0,-6.958915537243286,4.8987722924863295,-16.56050923051649,2.6426781560299197
CHL,books_h,1,CHL,both cycles,Q4-Q2,47.49829183071165,40.67323377480716,0.0,-6.825058055904492,4.552231153415006,-15.747431116597904,2.0973150047889195
CHL,books_h,1,CHL,both cycles,Q4-Q3,24.339781254240563,24.473638735579357,0.0,0.1338574813387936,4.802365906585074,-9.27877969556795,9.546494658245537
COL,books_h,1,COL,both cycles,Q1,354.5538707221519,354.2758632402945,1.22,-0.27800748185740076,4.355976434037819,-8.815721292571526,8.259706328856725
COL,books_h,1,COL,both cycles,Q2,372.6698877954947,372.6114154818932,1.22,-0.05847231360149863,4.495459969112546,-8.86957385306209,8.752629225859092
COL,books_h,1,COL,both cycles,Q3,389.636511034539,388.68767783801303,1.22,-0.9488331965259817,5.177337189537408,-11.0964140880193,9.198747694967336
COL,books_h,1,COL,both cycles,Q4,420.0257824092106,415.89508482541703,1.22,-4.130697583793562,7.027486507351614,-17.904571138202726,9.6431759706156
COL,books_h,1,COL,both cycles,Q2-Q1,18.11601707334279,18.33555224159869,0.0,0.21953516825590214,4.309392799538931,-8.226874718840403,8.665945055352207
COL,books_h,1,COL,both cycles,Q3-Q1,35.08264031238713,34.411814597718546,0.0,-0.670825714668581,4.731008254034507,-9.943601892576215,8.601950463239053
COL,books_h,1,COL,both cycles,Q4-Q1,65.47191168705871,61.619221585122546,0.0,-3.8526901019361617,6.60560657142204,-16.79967898192336,9.094298778051037
COL,books_h,1,COL,both cycles,Q3-Q2,16.96662323904434,16.076262356119855,0.0,-0.8903608829244831,4.423947428914731,-9.561297843597357,7.780576077748391
COL,books_h,1,COL,both cycles,Q4-Q2,47.35589461371592,43.283669343523854,0.0,-4.072225270192064,6.466965238022292,-16.747477136715755,8.603026596331627
COL,books_h,1,COL,both cycles,Q4-Q3,30.38927137467158,27.207406987404,0.0,-3.1818643872675807,5.6678964649795045,-14.29094145862741,7.9272126840922486
MEX,books_h,1,MEX,both cycles,Q1,374.83962795729667,364.4452382432551,1.22,-10.394389714041552,3.8001447679463998,-17.842673459216496,-2.9461059688666085
MEX,books_h,1,MEX,both cycles,Q2,388.40380981236444,379.91766976411026,1.22,-8.486140048254185,3.4354923595880313,-15.219705073046725,-1.7525750234616444
